soil_moisture,soil_temperature,air_temperature,humidity,ph,nitrogen,phosphorus,potassium,crop
81.16,21.65,22.8,69.44,5.12,102.8,25.4,34.0,coffee
58.4,29.22,30.15,75.99,6.68,96.5,81.4,46.9,banana
92.3,23.6,24.17,89.73,6.52,109.2,47.2,42.7,rice
92.62,24.86,26.62,86.0,5.59,63.0,37.9,71.3,abaca
48.84,24.59,26.94,71.0,5.71,66.3,40.6,39.8,eggplant
47.07,25.76,27.91,75.29,5.61,23.7,13.0,15.4,calamansi
78.11,29.78,32.18,85.14,5.12,76.0,30.6,67.4,abaca
61.25,29.14,30.04,77.84,6.68,124.4,43.1,51.3,sugarcane
48.98,25.91,28.36,74.43,6.22,81.6,57.3,23.6,corn
48.15,22.66,24.09,74.87,6.01,98.2,51.8,24.7,corn
47.58,25.13,26.79,66.12,5.98,136.8,53.8,41.1,sugarcane
68.88,30.38,31.73,65.27,6.4,137.6,53.9,41.4,sugarcane
40.07,27.12,28.11,68.77,6.7,20.4,30.6,38.1,peanut
48.06,27.11,27.74,70.43,6.75,39.9,36.1,73.8,sweet_potato
35.69,21.0,22.31,71.36,5.6,63.7,40.6,65.7,tomato
36.05,20.89,22.36,63.05,5.9,42.5,30.8,80.7,sweet_potato
33.82,19.55,20.75,63.24,6.28,84.7,48.7,59.2,garlic
46.31,25.84,26.6,68.33,6.73,44.5,37.1,41.1,ampalaya
43.02,26.28,27.99,73.79,6.81,50.7,50.4,47.3,ampalaya
38.18,26.68,27.29,70.61,6.33,41.5,30.4,33.7,ampalaya
34.83,19.85,21.07,72.17,6.23,68.2,51.2,78.4,tomato
65.85,26.22,27.6,80.96,5.01,30.2,22.7,28.0,rubber
60.22,25.73,27.93,83.56,6.09,102.5,69.8,51.1,banana
51.49,26.79,28.46,63.21,6.23,127.9,56.8,48.7,sugarcane
42.41,25.02,27.08,71.93,5.62,69.1,41.1,53.1,eggplant
37.62,25.25,27.62,58.99,5.88,25.7,45.0,42.0,peanut
67.54,27.05,27.65,83.34,6.01,86.5,32.9,40.7,cacao
48.78,29.03,31.43,79.36,6.31,46.3,32.4,43.1,ampalaya
44.3,25.19,27.68,68.92,5.85,22.7,37.2,35.0,peanut
57.72,26.09,28.41,84.52,6.3,96.4,51.6,40.6,rice
79.28,22.19,23.86,78.75,5.48,38.8,28.9,24.9,rubber
79.71,24.66,26.15,75.35,5.7,97.2,19.4,28.8,coffee
36.14,25.8,27.54,59.6,5.75,48.1,38.9,80.7,tobacco
72.99,25.08,27.32,86.71,6.54,105.9,57.5,42.8,rice
45.01,27.34,29.08,72.36,6.27,56.6,50.9,35.8,ampalaya
73.78,27.17,28.16,87.71,5.36,29.6,24.6,22.9,rubber
47.16,28.47,29.28,70.87,6.25,41.5,38.6,47.2,ampalaya
41.34,27.98,29.0,61.31,7.25,92.5,56.3,20.8,corn
28.99,22.73,23.86,68.86,5.94,58.6,24.5,60.1,tobacco
91.33,25.6,27.63,83.96,6.12,86.9,23.8,88.0,abaca
39.7,24.57,26.72,74.18,6.06,44.5,38.9,46.2,ampalaya
38.89,24.98,26.12,67.42,5.64,71.4,55.2,59.6,eggplant
37.55,27.17,28.04,63.99,5.89,56.7,23.4,75.8,cassava
50.98,24.13,26.55,78.96,5.16,54.7,25.4,65.4,pineapple
65.94,25.36,26.89,71.86,6.26,59.0,63.3,49.5,papaya
80.83,23.54,24.68,75.12,5.72,111.0,43.7,40.7,rice
47.09,25.95,27.0,82.54,5.45,21.3,18.2,21.8,calamansi
64.36,27.17,29.39,83.34,5.62,20.0,14.0,14.6,calamansi
54.63,28.87,31.09,80.44,6.63,23.9,6.4,26.4,coconut
63.75,23.95,24.97,71.86,5.86,115.6,57.3,41.4,sugarcane
40.02,25.24,27.29,57.31,6.45,25.9,47.1,45.0,peanut
36.98,33.11,34.54,52.89,6.12,20.6,19.6,34.4,mango
63.63,24.34,24.91,79.41,6.27,90.5,52.2,41.9,rice
64.93,22.72,23.47,78.25,5.53,104.3,17.1,34.9,coffee
74.84,27.86,28.65,84.09,5.99,67.1,24.8,71.9,abaca
41.41,22.96,24.13,63.43,6.06,76.9,47.8,79.0,tomato
57.84,23.74,25.21,80.81,5.8,14.9,5.7,31.0,coconut
33.76,25.89,27.1,69.31,6.28,43.0,45.5,38.5,okra
44.17,26.35,27.01,62.79,6.55,40.4,27.4,81.0,sweet_potato
48.39,24.81,26.34,86.02,5.66,109.3,98.2,47.0,banana
55.29,24.44,25.58,71.54,5.16,54.2,22.5,86.3,pineapple
35.5,26.13,28.08,60.41,5.62,44.9,29.7,69.6,cassava
42.71,28.8,30.91,70.58,6.12,52.0,46.5,33.3,okra
56.89,27.99,30.0,87.83,6.32,90.1,85.3,48.9,banana
43.95,22.81,24.09,63.95,5.88,97.4,48.4,22.9,corn
38.22,22.76,24.52,64.6,6.76,40.7,47.9,44.8,okra
49.27,24.03,26.33,63.74,5.74,43.3,19.3,81.8,sweet_potato
56.13,24.89,27.31,81.93,6.43,42.7,63.9,47.0,papaya
74.27,26.33,28.78,93.23,5.19,85.7,34.3,84.5,abaca
44.02,31.37,32.25,64.21,6.54,45.9,32.3,72.6,cassava
42.68,22.95,24.96,73.67,6.84,97.8,51.3,21.0,corn
37.14,26.32,26.99,64.35,6.63,83.5,46.6,82.6,tomato
40.64,21.92,23.04,66.73,6.62,87.5,46.0,38.8,eggplant
35.74,29.33,30.35,70.32,6.29,53.0,25.1,62.3,cassava
39.52,30.31,31.32,70.39,6.58,48.5,48.7,50.0,okra
36.92,21.57,23.66,56.99,5.68,67.6,27.9,66.2,tobacco
34.5,30.01,30.66,67.06,6.25,40.7,38.5,30.8,okra
30.1,20.76,21.55,63.74,6.15,79.0,39.3,55.2,onion
38.99,26.52,27.22,64.66,6.4,57.4,38.5,84.6,tobacco
60.48,22.95,25.31,75.75,5.78,52.7,49.6,53.0,papaya
44.78,24.43,26.42,72.53,6.66,57.3,33.3,45.1,ampalaya
39.75,24.56,25.79,61.88,6.41,70.2,36.8,78.5,tobacco
32.38,22.56,25.04,65.36,5.79,39.5,32.4,74.4,tobacco
34.6,26.64,29.07,62.24,6.86,16.6,36.6,24.1,mungbean
42.11,25.0,25.74,67.0,6.09,55.1,41.6,39.6,okra
55.1,25.59,26.98,77.59,6.33,24.9,12.8,21.3,calamansi
36.89,21.0,22.45,57.35,6.25,68.7,34.4,50.1,onion
91.21,27.69,30.09,93.54,5.98,71.5,32.4,65.3,abaca
35.36,23.93,25.79,60.49,6.24,68.9,42.5,52.9,onion
51.5,26.86,28.13,84.33,5.72,96.3,92.6,50.8,banana
65.84,31.69,33.43,82.13,6.52,56.4,49.9,47.6,papaya
68.21,26.27,28.11,82.45,5.43,35.4,22.4,20.6,rubber
48.54,26.09,27.65,74.35,6.46,50.9,44.5,46.0,ampalaya
56.34,30.82,31.44,75.35,5.64,104.1,99.5,46.2,banana
44.14,23.29,24.97,77.38,5.75,86.3,39.2,59.8,eggplant
39.85,20.84,22.3,74.13,6.11,73.6,46.6,41.6,eggplant
54.43,26.24,26.89,78.98,6.9,14.6,6.3,32.8,coconut
35.5,27.72,28.83,66.81,6.49,19.6,46.8,24.5,mungbean
84.9,30.23,30.76,82.44,6.32,62.1,32.1,89.0,abaca
36.61,22.34,24.37,58.08,6.39,90.4,40.2,46.1,garlic
48.79,26.5,27.49,87.36,5.82,99.0,92.6,45.4,banana
80.6,27.36,28.0,81.85,5.89,32.1,24.6,31.4,rubber
36.43,26.48,28.45,67.45,6.73,20.6,39.2,20.9,mungbean
84.93,28.78,29.82,84.96,5.22,79.7,24.2,60.7,abaca
42.96,30.12,32.29,63.69,5.53,24.1,16.2,26.6,mango
92.59,27.87,29.83,80.68,5.58,74.9,24.6,69.7,abaca
46.45,26.79,28.67,74.75,6.63,104.4,87.1,49.1,banana
42.72,23.33,25.45,74.57,4.8,53.0,21.8,75.1,pineapple
48.23,27.39,29.63,71.86,6.56,44.0,33.3,44.5,ampalaya
72.9,22.89,24.53,81.76,6.84,66.8,38.1,49.9,cacao
70.4,23.74,26.02,81.67,5.03,78.8,37.6,73.1,abaca
57.53,24.41,26.45,82.64,5.87,16.0,9.8,25.3,calamansi
37.67,23.15,25.02,71.84,6.93,24.1,34.7,29.6,mungbean
62.09,25.49,27.65,83.13,6.1,71.9,33.7,45.9,cacao
73.43,18.91,20.08,77.2,6.15,110.0,22.7,31.7,coffee
39.71,31.61,32.16,69.28,6.53,43.5,20.7,76.4,cassava
32.98,23.99,25.56,69.99,6.61,49.8,33.6,42.6,okra
54.54,27.31,28.97,59.04,5.66,59.0,25.8,63.3,cassava
41.73,25.7,26.44,63.78,5.77,87.1,57.4,76.6,tomato
51.06,28.37,30.79,87.28,6.37,49.9,55.7,49.6,papaya
53.2,26.89,28.58,81.57,5.68,15.9,15.9,22.1,calamansi
45.44,25.13,27.13,64.18,5.73,83.5,53.3,24.3,corn
71.11,27.56,28.81,78.04,6.67,68.2,37.1,47.1,cacao
44.8,27.85,30.2,84.94,6.11,21.7,16.7,17.7,calamansi
49.7,28.3,29.8,66.05,5.79,56.5,26.7,82.1,cassava
48.8,26.33,28.19,79.42,5.51,116.4,79.4,50.0,banana
37.55,25.14,26.36,54.58,5.31,58.5,26.6,63.5,cassava
37.1,24.81,27.09,66.53,6.63,20.1,21.6,27.3,mango
68.24,30.15,31.17,77.49,6.13,70.6,34.9,45.0,cacao
31.83,29.94,31.42,60.8,6.91,17.3,49.0,22.1,mungbean
77.76,23.7,25.37,94.83,6.12,71.6,26.4,70.0,abaca
35.93,27.04,29.53,68.42,5.84,24.7,31.3,31.6,peanut
27.91,20.38,21.84,64.55,6.63,64.1,49.9,54.8,garlic
48.7,27.06,27.85,65.07,7.09,82.2,44.2,25.1,corn
36.54,24.19,25.3,67.32,6.95,63.6,42.2,42.6,garlic
57.27,26.26,27.35,87.4,6.7,49.3,55.7,50.2,papaya
50.2,30.81,31.92,70.84,5.74,18.0,18.4,21.8,calamansi
32.81,21.67,24.09,69.28,6.29,81.9,43.1,56.5,onion
55.47,29.13,30.14,76.8,6.29,22.3,10.1,16.4,calamansi
81.76,24.78,27.01,89.62,5.01,28.1,22.1,29.7,rubber
36.4,22.99,25.35,55.15,6.3,78.0,38.7,42.2,garlic
64.75,23.35,24.72,64.89,5.3,94.4,28.1,26.3,coffee
36.25,20.45,22.85,74.53,5.61,46.6,31.7,82.7,sweet_potato
37.25,24.21,25.2,66.95,6.53,55.7,47.1,41.8,ampalaya
81.35,23.17,25.13,78.07,5.61,75.3,43.0,53.3,cacao
29.88,25.6,27.38,70.67,5.99,17.1,41.9,21.9,mungbean
81.55,28.57,29.87,76.24,5.77,115.5,49.4,43.3,rice
40.06,30.18,31.73,62.49,6.51,48.3,34.6,30.9,okra
32.48,21.22,22.7,72.4,5.77,80.9,48.8,67.9,tomato
68.73,24.12,25.9,64.02,6.34,103.2,27.9,28.4,coffee
43.1,31.62,32.48,56.05,5.91,20.8,20.8,31.4,mango
39.57,20.54,21.13,69.58,5.63,68.2,43.6,82.5,tomato
46.33,28.52,29.07,67.05,6.07,91.7,51.1,23.4,corn
74.1,24.97,25.94,87.73,6.0,78.2,41.6,43.1,cacao
62.47,26.39,28.23,88.46,6.79,107.2,74.5,45.6,banana
58.73,28.34,29.4,83.15,6.27,21.0,13.7,15.6,calamansi
35.41,28.7,30.44,68.58,6.86,16.5,42.3,21.7,mungbean
37.18,27.58,28.71,58.86,5.67,25.0,41.8,37.5,peanut
81.95,29.62,31.32,90.28,5.71,20.8,18.5,29.9,rubber
58.42,24.89,26.81,85.95,5.88,87.3,53.0,40.5,rice
76.41,29.34,30.47,80.42,5.14,34.6,23.5,31.9,rubber
53.58,29.4,31.15,88.83,5.26,16.9,10.8,31.9,coconut
47.08,21.88,22.64,69.3,5.7,76.0,48.1,56.1,eggplant
45.27,25.44,26.07,72.36,6.25,55.5,31.0,31.9,ampalaya
50.34,23.95,25.72,72.77,6.71,45.5,31.4,60.3,sweet_potato
40.59,21.92,24.33,70.01,6.59,77.6,46.2,49.1,eggplant
48.86,24.62,26.96,79.34,6.19,83.5,44.4,53.3,eggplant
77.73,23.08,25.1,85.61,6.4,87.1,32.4,53.6,cacao
44.26,22.87,24.25,66.3,5.28,43.3,25.0,86.2,pineapple
51.21,25.16,25.82,76.69,4.79,50.9,23.6,72.7,pineapple
45.43,23.79,25.48,66.69,6.76,85.8,52.5,22.2,corn
32.82,25.9,26.68,56.72,6.28,72.1,31.0,45.5,garlic
59.19,24.85,26.91,85.17,7.68,17.6,6.8,25.1,coconut
70.18,27.98,29.41,88.5,6.13,65.8,23.0,75.8,abaca
43.42,23.69,24.56,67.77,6.62,44.7,46.0,49.2,okra
62.81,29.36,30.27,71.09,5.83,40.5,64.1,48.8,papaya
42.73,25.01,27.4,69.91,6.53,35.2,21.0,86.3,sweet_potato
55.24,26.59,28.96,74.22,4.58,49.5,18.2,81.6,pineapple
37.03,29.07,31.56,62.76,7.04,90.5,46.1,22.0,corn
53.02,32.84,35.23,66.45,6.09,137.6,49.7,50.4,sugarcane
81.11,24.93,27.12,86.24,6.05,88.6,34.1,83.6,abaca
36.5,27.81,28.48,62.12,6.13,45.6,50.7,35.4,okra
44.78,30.19,30.83,71.46,6.78,134.7,59.7,44.2,sugarcane
47.92,23.03,24.91,71.67,6.36,89.0,58.3,54.6,eggplant
43.05,21.81,23.45,71.1,6.26,83.3,48.3,44.3,eggplant
48.28,27.91,28.85,75.75,5.62,56.0,16.3,83.8,pineapple
44.0,24.73,26.37,57.76,5.58,15.5,33.1,34.5,peanut
49.99,24.21,26.67,87.28,5.65,98.0,72.9,47.6,banana
53.82,24.54,26.01,67.11,5.41,54.0,17.2,62.0,pineapple
36.57,21.81,23.18,56.31,5.89,51.1,33.0,72.5,tobacco
38.62,26.46,28.02,64.78,6.05,80.9,52.9,43.8,eggplant
35.27,18.86,20.48,65.92,6.34,84.7,44.3,52.5,onion
78.2,29.55,30.33,85.87,5.62,84.3,43.5,57.8,cacao
30.78,21.98,24.47,69.94,5.76,59.0,32.5,73.2,tobacco
38.85,23.45,25.44,58.11,6.8,54.3,39.2,65.6,cassava
33.93,25.05,26.57,54.81,6.22,21.8,45.7,41.5,peanut
47.67,26.59,28.84,79.09,6.55,64.5,48.0,50.0,eggplant
35.22,27.92,28.42,67.46,5.64,22.2,15.8,31.3,mango
30.78,26.32,27.49,62.73,6.47,83.6,44.2,48.6,onion
41.06,29.25,31.08,73.99,6.16,88.8,49.2,21.9,corn
30.43,20.08,22.52,68.24,6.83,62.5,47.2,46.4,garlic
36.99,24.92,27.0,68.03,6.29,57.2,44.0,44.7,okra
62.98,22.37,24.78,65.44,7.34,131.4,50.1,44.4,sugarcane
66.9,22.18,23.16,77.54,5.65,107.6,22.2,33.3,coffee
34.86,27.44,28.84,61.08,7.06,20.0,17.8,25.3,mango
31.4,24.1,25.84,64.8,6.5,24.1,32.5,22.6,mungbean
84.01,28.2,30.19,84.04,6.67,19.5,12.2,33.8,coconut
47.02,27.67,30.03,77.64,6.55,122.1,47.8,42.4,sugarcane
68.64,25.26,26.29,80.38,6.64,85.3,49.4,44.7,rice
56.7,30.02,31.91,73.65,5.97,20.7,17.9,20.1,calamansi
77.13,23.63,24.52,82.67,4.94,36.5,20.5,24.4,rubber
48.73,23.82,25.57,72.85,7.28,81.0,45.9,22.4,corn
36.55,27.11,29.55,70.75,6.1,77.8,55.3,40.2,eggplant
43.42,20.18,22.34,70.87,6.39,81.5,59.6,86.1,tomato
59.19,25.2,27.2,73.92,6.31,24.1,15.0,17.8,calamansi
28.58,22.29,24.31,63.73,6.63,76.9,43.0,49.6,garlic
51.51,28.87,30.91,74.75,6.04,25.0,12.3,25.8,calamansi
76.58,24.89,26.29,76.49,6.0,105.6,20.1,30.6,coffee
38.87,28.46,29.66,69.39,6.83,22.4,50.8,22.4,mungbean
38.56,29.58,31.55,60.15,6.2,57.0,47.1,40.0,okra
72.95,24.52,25.62,91.6,5.79,19.9,10.0,25.4,coconut
37.99,28.14,29.21,62.82,6.23,40.9,30.2,38.4,okra
28.02,25.63,26.55,59.67,6.24,71.6,40.2,42.9,onion
29.77,25.58,27.52,70.28,6.67,19.5,44.8,21.3,mungbean
88.74,28.12,29.17,90.3,5.15,82.6,38.0,81.1,abaca
40.49,28.35,29.89,66.84,5.82,68.7,57.0,52.5,eggplant
31.29,31.2,32.31,65.88,6.85,18.6,34.3,28.1,mungbean
32.18,22.03,24.42,57.43,6.02,86.8,48.4,50.2,garlic
59.01,25.37,26.86,73.94,6.09,20.0,18.2,16.2,calamansi
55.0,26.2,27.5,83.59,6.48,60.0,51.9,46.8,papaya
61.02,29.39,31.24,75.86,6.37,118.1,74.4,53.2,banana
50.14,25.58,27.02,88.71,6.54,106.9,89.1,46.9,banana
41.52,29.51,31.36,70.33,6.82,47.1,47.7,44.1,okra
30.37,23.58,25.14,62.29,5.95,42.3,34.0,84.6,tobacco
36.89,21.15,21.79,70.47,6.29,43.8,25.7,81.1,sweet_potato
84.74,28.74,30.12,85.61,5.67,62.8,20.5,86.3,abaca
74.92,25.2,26.35,74.31,6.04,101.0,24.5,30.9,coffee
31.45,22.45,24.0,65.47,6.29,62.7,43.2,73.4,tomato
50.54,24.51,26.21,76.62,6.8,97.6,75.6,48.4,banana
35.78,25.4,26.92,74.53,7.06,24.7,37.9,25.6,mungbean
57.85,25.65,26.44,81.83,6.04,105.0,78.5,51.0,banana
52.71,29.55,30.09,77.83,6.23,17.8,18.3,19.2,calamansi
62.02,27.99,30.05,88.03,5.81,103.4,55.0,42.0,rice
63.01,29.0,30.91,75.99,6.09,89.2,43.9,40.3,cacao
37.28,26.31,28.66,72.97,6.52,89.1,40.3,22.6,corn
54.44,26.48,28.77,95.45,6.27,18.2,14.9,33.0,coconut
33.54,27.9,29.34,72.82,6.14,43.2,44.0,49.1,okra
56.05,26.21,28.49,85.03,5.55,50.3,56.6,46.2,papaya
72.92,25.39,26.26,92.56,5.16,62.1,24.7,66.7,abaca
69.36,26.77,29.02,92.33,7.7,18.7,14.7,33.8,coconut
78.99,24.06,25.33,76.17,6.56,63.8,47.9,45.6,cacao
42.29,26.86,28.61,69.62,6.21,91.1,45.1,23.9,corn
56.89,28.81,29.98,76.29,6.99,99.5,89.4,53.9,banana
35.3,26.61,27.6,62.85,7.08,15.9,17.3,31.3,mango
45.27,29.72,31.07,68.64,6.17,51.3,32.6,37.6,ampalaya
38.88,29.93,32.1,62.06,6.6,43.8,36.0,38.0,okra
56.67,23.48,24.33,77.71,5.63,48.4,27.8,66.9,pineapple
38.93,23.73,25.82,60.06,5.88,92.2,58.4,19.8,corn
39.12,29.28,31.12,71.75,7.47,86.9,50.7,20.5,corn
48.26,28.28,29.76,72.39,5.13,56.2,17.3,72.4,pineapple
69.97,28.75,29.63,87.48,5.74,23.4,10.2,29.1,coconut
73.51,23.11,25.24,59.24,6.52,99.7,19.7,26.4,coffee
33.02,24.09,26.14,62.32,5.75,43.9,32.9,89.4,tobacco
29.99,26.04,28.02,66.29,6.28,91.4,44.2,50.5,onion
58.93,28.45,29.68,83.54,6.36,103.7,89.8,53.3,banana
38.08,27.73,29.99,66.64,6.69,16.5,32.5,23.6,mungbean
40.31,25.92,27.7,65.41,6.49,53.3,42.4,50.3,ampalaya
52.5,28.88,29.71,69.45,5.9,17.1,15.0,23.3,calamansi
28.06,25.23,26.12,66.17,6.26,84.2,37.8,42.5,onion
63.67,22.56,24.23,69.5,6.1,107.4,28.1,25.7,coffee
77.51,29.3,30.13,77.26,5.51,64.5,37.9,42.9,cacao
40.19,28.94,31.36,71.6,6.1,91.5,45.4,21.3,corn
39.55,22.11,23.78,75.82,5.57,46.2,22.8,64.2,pineapple
80.08,25.76,28.08,85.37,5.98,77.4,32.7,61.1,abaca
48.55,21.9,24.34,69.16,5.61,41.0,19.5,80.7,pineapple
41.14,24.01,25.16,73.23,6.09,44.4,48.7,46.7,okra
35.5,28.58,29.86,65.82,6.37,52.4,45.6,40.4,okra
35.66,31.51,32.3,63.58,7.31,21.0,18.3,29.4,mango
65.0,29.55,30.55,85.34,6.14,95.9,53.9,41.0,rice
42.65,29.36,30.85,64.9,6.56,56.3,45.9,45.9,okra
50.45,24.83,27.25,66.76,6.51,133.0,53.2,51.0,sugarcane
31.8,28.8,31.04,67.14,6.23,18.8,47.5,23.9,mungbean
63.05,29.4,30.25,75.05,6.62,93.1,51.3,43.2,rice
51.42,27.99,29.36,74.14,6.42,21.1,19.4,16.0,calamansi
45.59,30.66,31.92,89.59,6.61,51.2,50.7,55.0,papaya
41.19,23.77,25.09,77.95,5.02,46.6,29.0,59.7,pineapple
75.89,26.05,27.71,88.74,6.62,22.3,10.9,27.2,coconut
39.87,28.07,29.25,55.85,6.13,44.9,36.5,63.4,cassava
53.82,23.35,24.52,73.37,5.02,54.0,18.0,78.7,pineapple
82.5,24.12,26.0,88.35,5.65,24.5,10.9,26.8,coconut
57.81,26.93,27.48,78.97,6.07,80.0,38.5,44.3,cacao
35.54,29.8,30.66,67.13,6.21,48.0,47.6,37.1,okra
41.88,26.86,27.86,67.47,5.75,45.6,39.7,65.4,sweet_potato
33.15,26.82,27.61,67.34,6.55,61.2,46.2,29.7,okra
49.19,27.85,29.25,74.85,5.75,39.4,62.3,51.9,papaya
74.01,24.84,25.98,75.98,5.57,78.3,37.2,55.0,cacao
35.57,24.29,26.35,63.33,6.3,16.2,47.4,21.7,mungbean
52.61,31.73,32.6,88.75,6.74,49.9,49.7,46.1,papaya
36.63,27.32,29.05,73.34,6.25,52.7,41.5,33.9,okra
72.43,28.06,28.83,92.69,5.25,20.2,12.5,33.6,coconut
38.24,29.04,31.05,64.1,5.44,20.5,19.2,29.8,mango
36.66,22.47,23.66,59.03,6.84,83.8,30.6,48.5,onion
37.22,22.88,24.05,58.53,5.66,47.2,39.3,76.7,tobacco
27.88,22.67,23.77,56.91,6.27,90.3,31.1,42.2,onion
64.1,25.03,27.45,79.56,6.15,109.5,68.8,44.8,banana
38.35,23.76,25.66,67.1,6.3,18.4,43.1,26.6,mungbean
36.66,27.76,29.8,61.12,6.26,47.9,40.4,32.8,okra
41.58,32.71,34.84,50.3,6.79,19.2,24.2,32.2,mango
35.49,32.08,32.61,64.06,5.87,21.7,16.5,25.8,mango
50.77,27.53,29.21,74.35,6.22,141.6,55.1,41.8,sugarcane
46.56,27.59,28.19,64.23,5.04,47.9,29.0,81.0,pineapple
78.15,25.43,27.7,90.18,5.11,29.4,29.6,24.3,rubber
36.71,26.43,27.61,56.7,6.41,88.0,35.4,61.0,garlic
37.15,33.94,35.48,66.74,6.58,21.9,20.5,26.4,mango
36.13,30.0,31.56,66.57,6.2,44.9,39.4,36.9,okra
48.59,23.95,25.03,80.45,6.37,70.8,41.2,49.3,eggplant
75.41,27.67,30.14,93.7,7.66,22.5,10.6,25.7,coconut
44.16,22.62,23.96,65.64,6.05,77.6,44.7,62.3,tomato
47.95,21.47,23.8,62.92,5.96,41.4,28.1,67.9,sweet_potato
51.3,30.23,30.78,82.83,5.78,22.5,12.8,20.8,calamansi
36.35,23.97,26.45,67.19,5.65,72.2,58.5,89.8,tomato
89.56,25.05,26.83,85.45,5.46,111.3,51.8,42.5,rice
40.97,22.62,24.01,69.0,5.55,57.3,25.3,82.3,tobacco
76.02,24.54,25.41,88.25,6.19,93.8,55.5,41.8,rice
35.12,25.71,27.1,61.2,5.84,29.1,46.3,40.0,peanut
35.78,28.49,29.16,61.11,6.09,84.9,42.7,23.4,corn
48.92,27.29,28.12,69.07,5.61,54.0,19.3,70.4,pineapple
71.97,26.06,27.62,75.03,6.05,81.6,47.4,47.3,cacao
29.98,19.87,20.64,67.25,6.48,76.0,40.4,75.7,tomato
84.69,26.24,28.48,78.23,6.94,98.6,44.3,42.1,rice
39.22,26.33,26.9,62.91,6.04,15.1,42.8,36.1,peanut
56.08,25.11,26.96,73.13,6.42,20.1,14.0,20.3,calamansi
46.21,27.61,29.5,77.05,5.87,18.1,10.0,22.9,calamansi
35.31,24.17,26.53,68.87,6.53,44.8,34.9,47.4,okra
38.16,21.39,23.46,75.13,5.74,82.2,54.7,62.4,tomato
56.85,29.06,29.84,74.24,6.09,110.4,40.2,60.4,sugarcane
34.85,22.29,23.47,68.67,6.96,64.6,49.1,38.9,onion
40.46,25.58,26.6,61.1,6.22,58.7,28.6,84.8,tobacco
57.0,31.68,32.96,82.47,5.98,51.2,62.2,46.1,papaya
33.64,27.91,29.26,71.73,6.42,59.7,47.9,45.4,okra
66.71,25.34,27.46,84.81,4.6,22.7,23.9,32.5,rubber
47.78,25.32,26.22,76.68,6.92,115.8,100.1,45.2,banana
65.36,23.7,24.57,72.08,5.67,91.7,15.4,34.2,coffee
35.89,27.33,27.85,67.62,6.75,56.2,37.7,48.3,okra
44.77,24.57,26.23,54.68,6.02,40.2,25.3,79.6,cassava
54.62,27.76,28.98,67.35,6.72,49.8,36.2,82.2,cassava
35.14,24.67,26.79,64.99,5.82,47.4,31.5,79.4,tobacco
31.09,29.35,30.74,66.33,6.63,19.9,31.4,24.3,mungbean
60.0,24.3,26.06,73.86,5.86,18.7,14.7,18.9,calamansi
31.19,21.37,22.58,65.57,6.6,82.5,52.4,73.2,tomato
43.44,32.42,34.72,55.13,6.25,22.1,23.2,27.6,mango
52.03,28.32,28.89,87.6,6.03,99.4,81.0,49.0,banana
31.01,20.86,22.23,63.78,6.18,82.6,32.4,49.0,onion
39.25,25.28,26.85,65.02,6.11,20.2,38.7,44.8,peanut
94.25,24.59,25.14,78.41,6.75,113.4,45.4,41.0,rice
87.27,21.76,24.24,74.28,6.59,89.3,56.4,44.7,rice
34.91,22.12,23.0,67.65,6.6,64.8,33.2,53.2,garlic
56.45,28.64,29.68,71.41,5.81,43.3,15.1,85.3,pineapple
79.54,23.48,24.6,68.19,5.93,106.4,27.4,28.4,coffee
71.01,28.34,29.57,89.06,5.71,112.3,47.5,44.3,rice
36.35,30.12,30.96,58.23,5.9,15.8,16.0,25.1,mango
47.34,27.22,28.11,77.8,6.9,113.0,97.7,53.5,banana
82.05,26.07,27.65,72.42,6.0,97.2,15.7,25.7,coffee
47.55,23.21,25.65,83.96,6.4,55.0,52.4,45.4,papaya
41.08,33.98,35.0,69.92,6.99,18.3,20.5,27.5,mango
73.1,25.67,26.54,76.57,6.6,97.6,41.6,41.8,rice
36.89,22.39,24.89,68.33,6.64,19.5,49.0,30.4,peanut
70.21,28.54,30.83,83.75,6.3,66.9,33.0,50.7,cacao
55.47,28.25,30.04,57.93,5.51,53.0,24.0,66.3,cassava
62.53,25.26,27.11,88.17,6.41,99.1,91.3,49.7,banana
73.24,21.93,24.16,83.58,5.5,99.2,58.4,39.6,rice
28.98,20.75,22.79,58.38,6.96,70.4,42.4,50.9,onion
36.05,27.18,27.68,61.47,6.59,95.9,46.1,21.1,corn
53.11,26.07,27.32,86.73,5.79,97.0,74.9,50.8,banana
52.79,29.28,30.52,64.38,5.65,46.5,29.6,86.3,cassava
78.95,27.8,29.24,86.15,7.06,20.9,8.8,27.5,coconut
68.77,28.54,29.13,92.06,6.15,18.4,10.3,27.4,coconut
46.66,22.2,24.29,59.83,6.67,29.5,32.3,90.1,sweet_potato
40.53,24.62,27.12,65.76,6.1,46.3,46.1,37.8,ampalaya
31.58,25.29,26.61,56.25,6.16,87.8,32.1,50.6,garlic
69.43,23.75,25.59,63.86,5.62,90.1,24.5,29.1,coffee
51.48,30.46,32.32,65.48,5.06,56.3,24.1,71.9,cassava
33.42,26.62,27.84,72.06,6.59,51.8,49.1,39.4,okra
30.37,23.67,24.2,74.71,5.83,81.0,51.8,74.7,tomato
33.63,21.45,23.9,60.39,6.4,66.3,40.2,59.8,onion
62.3,25.01,26.33,84.73,5.91,94.1,86.6,48.3,banana
