N,P,K,temperature,humidity,ph,label,fertilizer
42.0,27.5,77.7,27.21,67.05,5.82,cassava,Muriate of Potash (0-0-60)
76.7,43.3,46.2,24.79,87.13,6.19,cacao,Complete (14-14-14)
84.7,45.0,23.8,26.81,73.34,6.94,corn,Urea (46-0-0)
23.2,22.0,31.5,30.93,60.91,5.57,mango,Complete (14-14-14)
68.0,39.1,60.8,20.85,65.1,6.96,garlic,Complete (14-14-14)
79.2,40.8,23.4,30.32,68.07,6.18,corn,Urea (46-0-0)
92.6,55.3,23.5,28.58,66.13,6.76,corn,Urea (46-0-0)
52.0,46.5,48.6,31.82,69.35,6.44,okra,Complete (14-14-14)
25.2,10.9,30.1,25.13,92.12,7.36,coconut,Muriate of Potash (0-0-60)
16.6,19.9,30.7,26.87,62.89,6.17,mango,Complete (14-14-14)
104.8,44.1,57.6,31.0,62.79,6.54,sugarcane,Urea (46-0-0)
50.6,59.1,49.1,25.19,86.53,5.91,papaya,Complete (14-14-14)
78.0,46.3,63.6,24.02,75.07,5.79,tomato,Complete (14-14-14)
77.4,25.7,90.0,24.09,80.3,5.63,abaca,Complete (14-14-14)
17.9,15.8,24.0,27.78,77.75,6.23,calamansi,Ammonium Sulfate (21-0-0)
94.7,70.5,51.7,29.8,83.57,6.73,banana,Muriate of Potash (0-0-60)
15.2,32.9,50.4,24.59,65.86,6.81,peanut,Ammonium Phosphate (16-20-0)
19.9,5.4,30.0,28.09,94.2,5.46,coconut,Muriate of Potash (0-0-60)
55.3,23.6,62.1,28.05,70.34,5.71,pineapple,Muriate of Potash (0-0-60)
111.2,48.0,42.1,30.77,67.32,6.4,sugarcane,Urea (46-0-0)
48.0,58.2,47.0,27.31,71.86,6.11,papaya,Complete (14-14-14)
48.7,49.7,35.3,27.9,60.74,6.32,okra,Complete (14-14-14)
134.5,47.3,54.3,27.3,76.88,7.22,sugarcane,Urea (46-0-0)
69.2,47.9,43.2,30.68,87.06,6.02,cacao,Complete (14-14-14)
19.7,24.0,34.4,30.52,56.73,6.84,mango,Complete (14-14-14)
59.8,45.1,49.2,28.23,73.58,6.12,eggplant,Complete (14-14-14)
99.6,48.8,22.4,30.93,68.94,5.94,corn,Urea (46-0-0)
23.0,22.6,31.8,36.63,59.2,6.71,mango,Complete (14-14-14)
99.1,82.4,48.3,25.3,85.08,6.42,banana,Muriate of Potash (0-0-60)
16.4,46.8,20.1,27.89,61.66,6.53,mungbean,Ammonium Phosphate (16-20-0)
48.4,60.5,46.9,26.91,79.99,5.92,papaya,Complete (14-14-14)
53.1,30.2,62.0,30.16,58.51,5.58,cassava,Muriate of Potash (0-0-60)
55.7,31.7,44.5,31.83,60.8,6.29,okra,Complete (14-14-14)
102.6,19.6,33.2,20.94,63.75,6.22,coffee,Complete (14-14-14)
18.1,37.2,23.0,28.35,67.87,6.45,mungbean,Ammonium Phosphate (16-20-0)
51.6,34.8,78.2,29.13,58.27,6.27,tobacco,Ammonium Sulfate (21-0-0)
66.5,29.3,76.2,23.43,58.98,5.87,tobacco,Ammonium Sulfate (21-0-0)
108.9,48.5,54.0,29.74,72.46,6.07,sugarcane,Urea (46-0-0)
17.0,43.6,43.5,27.17,57.79,6.44,peanut,Ammonium Phosphate (16-20-0)
37.7,26.4,27.7,27.12,88.25,4.84,rubber,Ammonium Sulfate (21-0-0)
23.1,28.9,27.8,28.32,81.24,5.11,rubber,Ammonium Sulfate (21-0-0)
22.1,48.2,50.1,24.25,66.99,5.94,peanut,Ammonium Phosphate (16-20-0)
17.3,18.4,18.6,28.11,75.09,6.03,calamansi,Ammonium Sulfate (21-0-0)
15.6,32.7,26.8,24.67,71.68,6.3,mungbean,Ammonium Phosphate (16-20-0)
56.9,52.6,47.5,30.33,78.88,5.92,papaya,Complete (14-14-14)
36.0,19.9,28.8,31.55,74.26,4.62,rubber,Ammonium Sulfate (21-0-0)
43.6,39.7,81.5,26.24,55.85,5.77,tobacco,Ammonium Sulfate (21-0-0)
56.8,47.0,53.0,28.08,78.84,5.53,papaya,Complete (14-14-14)
70.9,45.8,41.4,26.62,83.0,6.65,cacao,Complete (14-14-14)
17.2,7.4,28.9,26.67,85.94,6.2,coconut,Muriate of Potash (0-0-60)
60.0,41.7,64.5,24.9,62.55,6.55,tomato,Complete (14-14-14)
70.0,44.0,43.7,27.14,89.83,6.14,cacao,Complete (14-14-14)
94.5,55.1,23.9,27.02,67.39,5.98,corn,Urea (46-0-0)
18.0,33.2,26.1,25.76,72.14,6.94,mungbean,Ammonium Phosphate (16-20-0)
88.4,43.5,22.0,28.85,75.08,6.33,corn,Urea (46-0-0)
34.8,17.9,34.0,27.82,77.45,5.31,rubber,Ammonium Sulfate (21-0-0)
18.5,47.8,38.8,27.62,68.39,5.76,peanut,Ammonium Phosphate (16-20-0)
55.6,30.0,62.0,25.11,68.86,6.23,tobacco,Ammonium Sulfate (21-0-0)
21.2,14.7,17.0,29.08,75.96,6.2,calamansi,Ammonium Sulfate (21-0-0)
67.5,46.6,84.6,20.87,60.25,6.17,tomato,Complete (14-14-14)
39.1,22.1,85.7,23.07,67.22,5.58,sweet_potato,Muriate of Potash (0-0-60)
17.5,40.4,29.9,28.06,68.27,6.56,mungbean,Ammonium Phosphate (16-20-0)
103.3,14.3,32.2,22.37,63.14,5.62,coffee,Complete (14-14-14)
78.2,57.4,40.6,24.83,89.29,5.83,rice,Complete (14-14-14)
56.8,33.0,42.0,28.27,67.85,6.5,okra,Complete (14-14-14)
27.1,16.9,29.4,31.51,80.07,4.88,rubber,Ammonium Sulfate (21-0-0)
118.3,48.3,55.8,28.85,65.25,6.66,sugarcane,Urea (46-0-0)
79.5,58.3,63.6,25.7,64.95,6.07,tomato,Complete (14-14-14)
19.7,50.9,30.2,25.38,67.86,6.4,peanut,Ammonium Phosphate (16-20-0)
23.2,16.0,18.0,30.36,78.15,5.73,calamansi,Ammonium Sulfate (21-0-0)
29.8,38.6,36.3,26.1,65.54,5.43,peanut,Ammonium Phosphate (16-20-0)
130.8,55.1,47.0,28.4,69.79,5.42,sugarcane,Urea (46-0-0)
97.4,29.6,28.8,23.76,72.4,5.35,coffee,Complete (14-14-14)
26.8,30.7,42.7,26.79,68.03,6.68,peanut,Ammonium Phosphate (16-20-0)
52.5,34.3,47.5,26.36,72.06,6.5,ampalaya,Complete (14-14-14)
38.6,39.5,73.3,24.46,73.74,5.99,sweet_potato,Muriate of Potash (0-0-60)
45.7,35.3,41.1,25.31,74.35,6.52,okra,Complete (14-14-14)
99.2,28.6,35.3,24.04,75.78,5.3,coffee,Complete (14-14-14)
82.3,34.6,55.1,28.35,85.72,6.17,cacao,Complete (14-14-14)
42.0,32.1,61.5,26.93,61.09,6.44,tobacco,Ammonium Sulfate (21-0-0)
43.5,46.3,46.8,30.62,79.53,6.56,ampalaya,Complete (14-14-14)
90.0,42.8,43.6,24.66,72.34,6.53,eggplant,Complete (14-14-14)
90.5,48.2,24.8,31.45,60.56,6.99,corn,Urea (46-0-0)
35.3,22.6,60.0,25.42,68.76,6.34,sweet_potato,Muriate of Potash (0-0-60)
29.4,41.8,49.9,25.68,68.59,5.67,peanut,Ammonium Phosphate (16-20-0)
15.4,20.2,26.4,35.03,50.95,6.87,mango,Complete (14-14-14)
68.2,29.4,41.2,30.31,81.82,6.84,cacao,Complete (14-14-14)
66.6,53.5,79.6,23.86,59.32,6.54,tomato,Complete (14-14-14)
15.0,35.0,21.3,26.56,69.77,6.77,mungbean,Ammonium Phosphate (16-20-0)
82.7,58.0,65.1,24.77,63.07,5.73,tomato,Complete (14-14-14)
98.9,17.9,32.1,26.59,67.02,6.06,coffee,Complete (14-14-14)
85.0,31.7,42.1,23.5,63.88,6.77,onion,Complete (14-14-14)
67.9,27.2,72.4,29.9,83.86,6.36,abaca,Complete (14-14-14)
65.3,38.2,66.4,27.76,84.39,6.1,abaca,Complete (14-14-14)
22.6,18.1,18.8,29.88,73.8,6.2,calamansi,Ammonium Sulfate (21-0-0)
15.1,45.6,26.8,29.39,71.76,6.3,mungbean,Ammonium Phosphate (16-20-0)
56.6,49.0,46.8,28.77,88.32,6.46,papaya,Complete (14-14-14)
38.5,34.3,68.3,21.66,62.07,6.65,sweet_potato,Muriate of Potash (0-0-60)
90.3,50.1,21.3,27.33,63.17,6.2,corn,Urea (46-0-0)
97.6,25.6,33.2,23.45,73.05,6.26,coffee,Complete (14-14-14)
18.2,11.0,15.7,25.68,72.99,5.94,calamansi,Ammonium Sulfate (21-0-0)
96.8,46.6,43.6,32.0,79.6,5.67,rice,Complete (14-14-14)
60.6,45.9,33.3,29.25,75.54,6.6,ampalaya,Complete (14-14-14)
24.6,48.1,22.9,26.02,65.07,6.5,mungbean,Ammonium Phosphate (16-20-0)
68.8,36.4,70.5,24.93,85.55,5.21,abaca,Complete (14-14-14)
40.3,34.7,72.0,25.77,64.94,5.12,cassava,Muriate of Potash (0-0-60)
79.7,52.2,51.7,27.09,67.09,6.08,eggplant,Complete (14-14-14)
48.1,31.4,81.2,23.83,61.68,5.66,sweet_potato,Muriate of Potash (0-0-60)
47.3,61.5,51.7,27.96,77.26,6.15,papaya,Complete (14-14-14)
113.2,56.9,42.0,24.97,86.03,6.7,rice,Complete (14-14-14)
46.5,29.0,88.0,25.52,73.74,6.02,sweet_potato,Muriate of Potash (0-0-60)
69.5,54.4,79.0,25.85,70.81,6.56,tomato,Complete (14-14-14)
21.8,31.9,35.0,25.33,64.04,6.06,peanut,Ammonium Phosphate (16-20-0)
33.3,36.4,83.8,23.51,68.53,6.03,sweet_potato,Muriate of Potash (0-0-60)
19.5,24.0,28.1,34.56,53.67,7.28,mango,Complete (14-14-14)
16.1,11.3,15.8,27.57,78.32,5.77,calamansi,Ammonium Sulfate (21-0-0)
59.8,47.7,53.1,32.86,87.46,5.79,papaya,Complete (14-14-14)
21.9,41.3,44.7,29.67,58.15,5.92,peanut,Ammonium Phosphate (16-20-0)
64.6,54.8,50.3,28.42,68.69,6.1,eggplant,Complete (14-14-14)
107.1,58.2,57.1,28.33,72.75,6.38,sugarcane,Urea (46-0-0)
23.6,9.7,33.0,30.26,91.04,5.29,coconut,Muriate of Potash (0-0-60)
41.9,22.7,72.0,27.09,77.43,5.27,pineapple,Muriate of Potash (0-0-60)
50.5,28.7,72.3,29.46,78.45,5.51,pineapple,Muriate of Potash (0-0-60)
91.8,34.9,55.4,25.71,58.25,6.32,onion,Complete (14-14-14)
99.7,16.6,31.2,27.13,77.13,5.59,coffee,Complete (14-14-14)
56.9,47.6,31.4,28.15,76.78,6.34,ampalaya,Complete (14-14-14)
72.4,35.6,58.4,25.71,59.13,6.9,onion,Complete (14-14-14)
87.4,47.5,40.9,30.06,79.79,5.75,rice,Complete (14-14-14)
14.7,16.0,32.9,35.02,60.3,5.86,mango,Complete (14-14-14)
58.5,50.1,46.9,24.95,75.13,6.55,okra,Complete (14-14-14)
58.1,15.1,73.5,29.52,79.33,5.92,pineapple,Muriate of Potash (0-0-60)
82.3,48.2,41.9,24.27,65.67,6.18,garlic,Complete (14-14-14)
90.6,35.3,65.0,27.78,83.79,6.07,abaca,Complete (14-14-14)
51.4,30.4,65.2,27.73,56.62,6.11,tobacco,Ammonium Sulfate (21-0-0)
77.9,32.0,80.7,30.48,87.29,5.97,abaca,Complete (14-14-14)
48.1,38.0,46.3,26.79,79.39,6.25,ampalaya,Complete (14-14-14)
22.2,23.4,22.3,27.85,88.58,4.77,rubber,Ammonium Sulfate (21-0-0)
57.4,40.9,43.3,28.3,74.81,6.23,ampalaya,Complete (14-14-14)
18.9,41.2,45.5,27.52,67.38,6.09,peanut,Ammonium Phosphate (16-20-0)
55.7,36.5,42.8,27.83,67.72,6.04,ampalaya,Complete (14-14-14)
95.1,16.5,34.7,25.01,77.81,4.98,coffee,Complete (14-14-14)
42.4,21.8,90.0,28.38,64.82,5.5,cassava,Muriate of Potash (0-0-60)
101.4,17.5,28.6,24.96,65.95,5.99,coffee,Complete (14-14-14)
48.1,31.2,45.8,25.32,74.09,6.1,okra,Complete (14-14-14)
19.1,39.4,50.8,27.49,64.62,6.82,peanut,Ammonium Phosphate (16-20-0)
49.5,21.1,84.8,29.23,69.95,5.59,pineapple,Muriate of Potash (0-0-60)
81.3,48.9,40.5,26.28,77.54,5.96,rice,Complete (14-14-14)
80.6,47.3,42.7,22.65,55.55,6.23,onion,Complete (14-14-14)
65.2,37.7,74.8,30.09,85.3,5.7,abaca,Complete (14-14-14)
52.6,32.9,77.3,24.8,58.08,5.63,tobacco,Ammonium Sulfate (21-0-0)
63.2,36.7,55.8,25.34,65.22,6.0,onion,Complete (14-14-14)
87.3,48.4,20.8,31.07,62.77,7.36,corn,Urea (46-0-0)
102.8,25.4,34.0,22.8,69.44,5.12,coffee,Complete (14-14-14)
96.5,81.4,46.9,30.15,75.99,6.68,banana,Muriate of Potash (0-0-60)
109.2,47.2,42.7,24.17,89.73,6.52,rice,Complete (14-14-14)
63.0,37.9,71.3,26.62,86.0,5.59,abaca,Complete (14-14-14)
66.3,40.6,39.8,26.94,71.0,5.71,eggplant,Complete (14-14-14)
23.7,13.0,15.4,27.91,75.29,5.61,calamansi,Ammonium Sulfate (21-0-0)
76.0,30.6,67.4,32.18,85.14,5.12,abaca,Complete (14-14-14)
124.4,43.1,51.3,30.04,77.84,6.68,sugarcane,Urea (46-0-0)
81.6,57.3,23.6,28.36,74.43,6.22,corn,Urea (46-0-0)
98.2,51.8,24.7,24.09,74.87,6.01,corn,Urea (46-0-0)
136.8,53.8,41.1,26.79,66.12,5.98,sugarcane,Urea (46-0-0)
137.6,53.9,41.4,31.73,65.27,6.4,sugarcane,Urea (46-0-0)
20.4,30.6,38.1,28.11,68.77,6.7,peanut,Ammonium Phosphate (16-20-0)
39.9,36.1,73.8,27.74,70.43,6.75,sweet_potato,Muriate of Potash (0-0-60)
63.7,40.6,65.7,22.31,71.36,5.6,tomato,Complete (14-14-14)
42.5,30.8,80.7,22.36,63.05,5.9,sweet_potato,Muriate of Potash (0-0-60)
84.7,48.7,59.2,20.75,63.24,6.28,garlic,Complete (14-14-14)
44.5,37.1,41.1,26.6,68.33,6.73,ampalaya,Complete (14-14-14)
50.7,50.4,47.3,27.99,73.79,6.81,ampalaya,Complete (14-14-14)
41.5,30.4,33.7,27.29,70.61,6.33,ampalaya,Complete (14-14-14)
68.2,51.2,78.4,21.07,72.17,6.23,tomato,Complete (14-14-14)
30.2,22.7,28.0,27.6,80.96,5.01,rubber,Ammonium Sulfate (21-0-0)
102.5,69.8,51.1,27.93,83.56,6.09,banana,Muriate of Potash (0-0-60)
127.9,56.8,48.7,28.46,63.21,6.23,sugarcane,Urea (46-0-0)
69.1,41.1,53.1,27.08,71.93,5.62,eggplant,Complete (14-14-14)
25.7,45.0,42.0,27.62,58.99,5.88,peanut,Ammonium Phosphate (16-20-0)
86.5,32.9,40.7,27.65,83.34,6.01,cacao,Complete (14-14-14)
46.3,32.4,43.1,31.43,79.36,6.31,ampalaya,Complete (14-14-14)
22.7,37.2,35.0,27.68,68.92,5.85,peanut,Ammonium Phosphate (16-20-0)
96.4,51.6,40.6,28.41,84.52,6.3,rice,Complete (14-14-14)
38.8,28.9,24.9,23.86,78.75,5.48,rubber,Ammonium Sulfate (21-0-0)
97.2,19.4,28.8,26.15,75.35,5.7,coffee,Complete (14-14-14)
48.1,38.9,80.7,27.54,59.6,5.75,tobacco,Ammonium Sulfate (21-0-0)
105.9,57.5,42.8,27.32,86.71,6.54,rice,Complete (14-14-14)
56.6,50.9,35.8,29.08,72.36,6.27,ampalaya,Complete (14-14-14)
29.6,24.6,22.9,28.16,87.71,5.36,rubber,Ammonium Sulfate (21-0-0)
41.5,38.6,47.2,29.28,70.87,6.25,ampalaya,Complete (14-14-14)
92.5,56.3,20.8,29.0,61.31,7.25,corn,Urea (46-0-0)
58.6,24.5,60.1,23.86,68.86,5.94,tobacco,Ammonium Sulfate (21-0-0)
86.9,23.8,88.0,27.63,83.96,6.12,abaca,Complete (14-14-14)
44.5,38.9,46.2,26.72,74.18,6.06,ampalaya,Complete (14-14-14)
71.4,55.2,59.6,26.12,67.42,5.64,eggplant,Complete (14-14-14)
56.7,23.4,75.8,28.04,63.99,5.89,cassava,Muriate of Potash (0-0-60)
54.7,25.4,65.4,26.55,78.96,5.16,pineapple,Muriate of Potash (0-0-60)
59.0,63.3,49.5,26.89,71.86,6.26,papaya,Complete (14-14-14)
111.0,43.7,40.7,24.68,75.12,5.72,rice,Complete (14-14-14)
21.3,18.2,21.8,27.0,82.54,5.45,calamansi,Ammonium Sulfate (21-0-0)
20.0,14.0,14.6,29.39,83.34,5.62,calamansi,Ammonium Sulfate (21-0-0)
23.9,6.4,26.4,31.09,80.44,6.63,coconut,Muriate of Potash (0-0-60)
115.6,57.3,41.4,24.97,71.86,5.86,sugarcane,Urea (46-0-0)
25.9,47.1,45.0,27.29,57.31,6.45,peanut,Ammonium Phosphate (16-20-0)
20.6,19.6,34.4,34.54,52.89,6.12,mango,Complete (14-14-14)
90.5,52.2,41.9,24.91,79.41,6.27,rice,Complete (14-14-14)
104.3,17.1,34.9,23.47,78.25,5.53,coffee,Complete (14-14-14)
67.1,24.8,71.9,28.65,84.09,5.99,abaca,Complete (14-14-14)
76.9,47.8,79.0,24.13,63.43,6.06,tomato,Complete (14-14-14)
14.9,5.7,31.0,25.21,80.81,5.8,coconut,Muriate of Potash (0-0-60)
43.0,45.5,38.5,27.1,69.31,6.28,okra,Complete (14-14-14)
40.4,27.4,81.0,27.01,62.79,6.55,sweet_potato,Muriate of Potash (0-0-60)
109.3,98.2,47.0,26.34,86.02,5.66,banana,Muriate of Potash (0-0-60)
54.2,22.5,86.3,25.58,71.54,5.16,pineapple,Muriate of Potash (0-0-60)
44.9,29.7,69.6,28.08,60.41,5.62,cassava,Muriate of Potash (0-0-60)
52.0,46.5,33.3,30.91,70.58,6.12,okra,Complete (14-14-14)
90.1,85.3,48.9,30.0,87.83,6.32,banana,Muriate of Potash (0-0-60)
97.4,48.4,22.9,24.09,63.95,5.88,corn,Urea (46-0-0)
40.7,47.9,44.8,24.52,64.6,6.76,okra,Complete (14-14-14)
43.3,19.3,81.8,26.33,63.74,5.74,sweet_potato,Muriate of Potash (0-0-60)
42.7,63.9,47.0,27.31,81.93,6.43,papaya,Complete (14-14-14)
85.7,34.3,84.5,28.78,93.23,5.19,abaca,Complete (14-14-14)
45.9,32.3,72.6,32.25,64.21,6.54,cassava,Muriate of Potash (0-0-60)
97.8,51.3,21.0,24.96,73.67,6.84,corn,Urea (46-0-0)
83.5,46.6,82.6,26.99,64.35,6.63,tomato,Complete (14-14-14)
87.5,46.0,38.8,23.04,66.73,6.62,eggplant,Complete (14-14-14)
53.0,25.1,62.3,30.35,70.32,6.29,cassava,Muriate of Potash (0-0-60)
48.5,48.7,50.0,31.32,70.39,6.58,okra,Complete (14-14-14)
67.6,27.9,66.2,23.66,56.99,5.68,tobacco,Ammonium Sulfate (21-0-0)
40.7,38.5,30.8,30.66,67.06,6.25,okra,Complete (14-14-14)
79.0,39.3,55.2,21.55,63.74,6.15,onion,Complete (14-14-14)
57.4,38.5,84.6,27.22,64.66,6.4,tobacco,Ammonium Sulfate (21-0-0)
52.7,49.6,53.0,25.31,75.75,5.78,papaya,Complete (14-14-14)
57.3,33.3,45.1,26.42,72.53,6.66,ampalaya,Complete (14-14-14)
70.2,36.8,78.5,25.79,61.88,6.41,tobacco,Ammonium Sulfate (21-0-0)
39.5,32.4,74.4,25.04,65.36,5.79,tobacco,Ammonium Sulfate (21-0-0)
16.6,36.6,24.1,29.07,62.24,6.86,mungbean,Ammonium Phosphate (16-20-0)
55.1,41.6,39.6,25.74,67.0,6.09,okra,Complete (14-14-14)
24.9,12.8,21.3,26.98,77.59,6.33,calamansi,Ammonium Sulfate (21-0-0)
68.7,34.4,50.1,22.45,57.35,6.25,onion,Complete (14-14-14)
71.5,32.4,65.3,30.09,93.54,5.98,abaca,Complete (14-14-14)
68.9,42.5,52.9,25.79,60.49,6.24,onion,Complete (14-14-14)
96.3,92.6,50.8,28.13,84.33,5.72,banana,Muriate of Potash (0-0-60)
56.4,49.9,47.6,33.43,82.13,6.52,papaya,Complete (14-14-14)
35.4,22.4,20.6,28.11,82.45,5.43,rubber,Ammonium Sulfate (21-0-0)
50.9,44.5,46.0,27.65,74.35,6.46,ampalaya,Complete (14-14-14)
104.1,99.5,46.2,31.44,75.35,5.64,banana,Muriate of Potash (0-0-60)
86.3,39.2,59.8,24.97,77.38,5.75,eggplant,Complete (14-14-14)
73.6,46.6,41.6,22.3,74.13,6.11,eggplant,Complete (14-14-14)
14.6,6.3,32.8,26.89,78.98,6.9,coconut,Muriate of Potash (0-0-60)
19.6,46.8,24.5,28.83,66.81,6.49,mungbean,Ammonium Phosphate (16-20-0)
62.1,32.1,89.0,30.76,82.44,6.32,abaca,Complete (14-14-14)
90.4,40.2,46.1,24.37,58.08,6.39,garlic,Complete (14-14-14)
99.0,92.6,45.4,27.49,87.36,5.82,banana,Muriate of Potash (0-0-60)
32.1,24.6,31.4,28.0,81.85,5.89,rubber,Ammonium Sulfate (21-0-0)
20.6,39.2,20.9,28.45,67.45,6.73,mungbean,Ammonium Phosphate (16-20-0)
79.7,24.2,60.7,29.82,84.96,5.22,abaca,Complete (14-14-14)
24.1,16.2,26.6,32.29,63.69,5.53,mango,Complete (14-14-14)
74.9,24.6,69.7,29.83,80.68,5.58,abaca,Complete (14-14-14)
104.4,87.1,49.1,28.67,74.75,6.63,banana,Muriate of Potash (0-0-60)
53.0,21.8,75.1,25.45,74.57,4.8,pineapple,Muriate of Potash (0-0-60)
44.0,33.3,44.5,29.63,71.86,6.56,ampalaya,Complete (14-14-14)
66.8,38.1,49.9,24.53,81.76,6.84,cacao,Complete (14-14-14)
78.8,37.6,73.1,26.02,81.67,5.03,abaca,Complete (14-14-14)
16.0,9.8,25.3,26.45,82.64,5.87,calamansi,Ammonium Sulfate (21-0-0)
24.1,34.7,29.6,25.02,71.84,6.93,mungbean,Ammonium Phosphate (16-20-0)
71.9,33.7,45.9,27.65,83.13,6.1,cacao,Complete (14-14-14)
110.0,22.7,31.7,20.08,77.2,6.15,coffee,Complete (14-14-14)
43.5,20.7,76.4,32.16,69.28,6.53,cassava,Muriate of Potash (0-0-60)
49.8,33.6,42.6,25.56,69.99,6.61,okra,Complete (14-14-14)
59.0,25.8,63.3,28.97,59.04,5.66,cassava,Muriate of Potash (0-0-60)
87.1,57.4,76.6,26.44,63.78,5.77,tomato,Complete (14-14-14)
49.9,55.7,49.6,30.79,87.28,6.37,papaya,Complete (14-14-14)
15.9,15.9,22.1,28.58,81.57,5.68,calamansi,Ammonium Sulfate (21-0-0)
83.5,53.3,24.3,27.13,64.18,5.73,corn,Urea (46-0-0)
68.2,37.1,47.1,28.81,78.04,6.67,cacao,Complete (14-14-14)
21.7,16.7,17.7,30.2,84.94,6.11,calamansi,Ammonium Sulfate (21-0-0)
56.5,26.7,82.1,29.8,66.05,5.79,cassava,Muriate of Potash (0-0-60)
116.4,79.4,50.0,28.19,79.42,5.51,banana,Muriate of Potash (0-0-60)
58.5,26.6,63.5,26.36,54.58,5.31,cassava,Muriate of Potash (0-0-60)
20.1,21.6,27.3,27.09,66.53,6.63,mango,Complete (14-14-14)
70.6,34.9,45.0,31.17,77.49,6.13,cacao,Complete (14-14-14)
17.3,49.0,22.1,31.42,60.8,6.91,mungbean,Ammonium Phosphate (16-20-0)
71.6,26.4,70.0,25.37,94.83,6.12,abaca,Complete (14-14-14)
24.7,31.3,31.6,29.53,68.42,5.84,peanut,Ammonium Phosphate (16-20-0)
64.1,49.9,54.8,21.84,64.55,6.63,garlic,Complete (14-14-14)
82.2,44.2,25.1,27.85,65.07,7.09,corn,Urea (46-0-0)
63.6,42.2,42.6,25.3,67.32,6.95,garlic,Complete (14-14-14)
49.3,55.7,50.2,27.35,87.4,6.7,papaya,Complete (14-14-14)
18.0,18.4,21.8,31.92,70.84,5.74,calamansi,Ammonium Sulfate (21-0-0)
81.9,43.1,56.5,24.09,69.28,6.29,onion,Complete (14-14-14)
22.3,10.1,16.4,30.14,76.8,6.29,calamansi,Ammonium Sulfate (21-0-0)
28.1,22.1,29.7,27.01,89.62,5.01,rubber,Ammonium Sulfate (21-0-0)
78.0,38.7,42.2,25.35,55.15,6.3,garlic,Complete (14-14-14)
94.4,28.1,26.3,24.72,64.89,5.3,coffee,Complete (14-14-14)
46.6,31.7,82.7,22.85,74.53,5.61,sweet_potato,Muriate of Potash (0-0-60)
55.7,47.1,41.8,25.2,66.95,6.53,ampalaya,Complete (14-14-14)
75.3,43.0,53.3,25.13,78.07,5.61,cacao,Complete (14-14-14)
17.1,41.9,21.9,27.38,70.67,5.99,mungbean,Ammonium Phosphate (16-20-0)
115.5,49.4,43.3,29.87,76.24,5.77,rice,Complete (14-14-14)
48.3,34.6,30.9,31.73,62.49,6.51,okra,Complete (14-14-14)
80.9,48.8,67.9,22.7,72.4,5.77,tomato,Complete (14-14-14)
103.2,27.9,28.4,25.9,64.02,6.34,coffee,Complete (14-14-14)
20.8,20.8,31.4,32.48,56.05,5.91,mango,Complete (14-14-14)
68.2,43.6,82.5,21.13,69.58,5.63,tomato,Complete (14-14-14)
91.7,51.1,23.4,29.07,67.05,6.07,corn,Urea (46-0-0)
78.2,41.6,43.1,25.94,87.73,6.0,cacao,Complete (14-14-14)
107.2,74.5,45.6,28.23,88.46,6.79,banana,Muriate of Potash (0-0-60)
21.0,13.7,15.6,29.4,83.15,6.27,calamansi,Ammonium Sulfate (21-0-0)
16.5,42.3,21.7,30.44,68.58,6.86,mungbean,Ammonium Phosphate (16-20-0)
25.0,41.8,37.5,28.71,58.86,5.67,peanut,Ammonium Phosphate (16-20-0)
20.8,18.5,29.9,31.32,90.28,5.71,rubber,Ammonium Sulfate (21-0-0)
87.3,53.0,40.5,26.81,85.95,5.88,rice,Complete (14-14-14)
34.6,23.5,31.9,30.47,80.42,5.14,rubber,Ammonium Sulfate (21-0-0)
16.9,10.8,31.9,31.15,88.83,5.26,coconut,Muriate of Potash (0-0-60)
76.0,48.1,56.1,22.64,69.3,5.7,eggplant,Complete (14-14-14)
55.5,31.0,31.9,26.07,72.36,6.25,ampalaya,Complete (14-14-14)
45.5,31.4,60.3,25.72,72.77,6.71,sweet_potato,Muriate of Potash (0-0-60)
77.6,46.2,49.1,24.33,70.01,6.59,eggplant,Complete (14-14-14)
83.5,44.4,53.3,26.96,79.34,6.19,eggplant,Complete (14-14-14)
87.1,32.4,53.6,25.1,85.61,6.4,cacao,Complete (14-14-14)
43.3,25.0,86.2,24.25,66.3,5.28,pineapple,Muriate of Potash (0-0-60)
50.9,23.6,72.7,25.82,76.69,4.79,pineapple,Muriate of Potash (0-0-60)
85.8,52.5,22.2,25.48,66.69,6.76,corn,Urea (46-0-0)
72.1,31.0,45.5,26.68,56.72,6.28,garlic,Complete (14-14-14)
17.6,6.8,25.1,26.91,85.17,7.68,coconut,Muriate of Potash (0-0-60)
65.8,23.0,75.8,29.41,88.5,6.13,abaca,Complete (14-14-14)
44.7,46.0,49.2,24.56,67.77,6.62,okra,Complete (14-14-14)
40.5,64.1,48.8,30.27,71.09,5.83,papaya,Complete (14-14-14)
35.2,21.0,86.3,27.4,69.91,6.53,sweet_potato,Muriate of Potash (0-0-60)
49.5,18.2,81.6,28.96,74.22,4.58,pineapple,Muriate of Potash (0-0-60)
90.5,46.1,22.0,31.56,62.76,7.04,corn,Urea (46-0-0)
137.6,49.7,50.4,35.23,66.45,6.09,sugarcane,Urea (46-0-0)
88.6,34.1,83.6,27.12,86.24,6.05,abaca,Complete (14-14-14)
45.6,50.7,35.4,28.48,62.12,6.13,okra,Complete (14-14-14)
